,unique_key,complaint_description,source,status,status_change_date,created_date,last_update_date,close_date,incident_address,street_number,street_name,city,incident_zip,county,state_plane_x_coordinate,state_plane_y_coordinate,latitude,longitude,location,council_district_code,map_page,map_tile
68,14-00001126,Graffiti Abatement,Phone,Closed,2014-01-03 07:06:28+00:00,2014-01-02 16:49:12+00:00,2014-01-03 07:06:28+00:00,2014-01-03 07:06:28+00:00,"E 9TH ST & SAN MARCOS ST, AUSTIN, TX",,E 9TH ST & SAN MARCOS ST,AUSTIN,78702,TRAVIS,3117952.5,10070762.0,30.26785585,-97.73128044,"(30.26785585, -97.73128044)",0,585T,MJ22
69,14-00000964,Park Maintenance - Grounds,Phone,Closed,2014-01-03 07:09:21+00:00,2014-01-02 14:23:34+00:00,2014-01-03 07:09:22+00:00,2014-01-03 07:09:21+00:00,"5401 JEFFBURN CV, AUSTIN, TX",5401,JEFFBURN,AUSTIN,78745,TRAVIS,3101600.79290009,10050325.3394918,30.21271939,-97.78454656,"(30.21271939, -97.78454656)",0,644J,MG17
70,14-00000731,Parking Machine Issue,Phone,Closed,2014-01-03 07:20:13+00:00,2014-01-02 09:57:10+00:00,2014-01-03 07:20:13+00:00,2014-01-03 07:20:13+00:00,"814 SAN JACINTO BLVD, AUSTIN, TX",814,SAN JACINTO,AUSTIN,78701,,3115353.88374274,10071500.0987195,30.27005162,-97.73945521,"(30.27005162, -97.73945521)",0,585T,MJ22
71,14-00000909,Parking Machine Issue,Phone,Closed,2014-01-03 07:22:45+00:00,2014-01-02 13:13:18+00:00,2014-01-03 07:22:46+00:00,2014-01-03 07:22:45+00:00,,,,,,,,,,,,0,,
72,14-00000980,Parking Machine Issue,Phone,Closed,2014-01-03 07:28:01+00:00,2014-01-02 14:35:29+00:00,2014-01-03 07:28:02+00:00,2014-01-03 07:28:01+00:00,"BAYLOR ST &W 5TH ST, AUSTIN, TX",,BAYLOR ST &W 5TH ST,AUSTIN,78703,,3110112.5,10071670.0,30.27085359,-97.75604157,"(30.27085359, -97.75604157)",0,584V,MH22
73,14-00001222,Parking Machine Issue,Phone,Closed,2014-01-03 07:29:48+00:00,2014-01-02 18:43:39+00:00,2014-01-03 07:29:48+00:00,2014-01-03 07:29:48+00:00,"COLORADO ST &W 5TH ST, AUSTIN, TX",,COLORADO ST &W 5TH ST,AUSTIN,78701,,3113791.5,10070527.0,30.26747679,-97.74447481,"(30.26747679, -97.74447481)",0,585W,MJ22
74,14-00000230,Lost Item in Storm Drainage System,Phone,Closed,2014-01-03 07:40:49+00:00,2014-01-01 03:02:45+00:00,2014-01-03 07:40:50+00:00,2014-01-03 07:40:49+00:00,"W 6TH ST & LAVACA ST, AUSTIN, TX",,W 6TH ST & LAVACA ST,AUSTIN,78701,TRAVIS,3113549.5,10070972.0,30.2687155,-97.74520838,"(30.2687155, -97.74520838)",0,585S,MJ22
75,14-00000465,ARR Dead Animal Collection,Phone,Closed,2014-01-03 07:43:15+00:00,2014-01-01 17:14:53+00:00,2014-01-03 07:43:16+00:00,2014-01-03 07:43:15+00:00,"4103 W SLAUGHTER LN, AUSTIN, TX",4103,SLAUGHTER,AUSTIN,78749,TRAVIS,3078848.69245436,10041402.3370129,30.18960399,-97.85718718,"(30.18960399, -97.85718718)",0,672B,MC15
76,14-00001328,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-03 07:48:02+00:00,2014-01-03 06:43:51+00:00,2014-01-03 07:48:02+00:00,2014-01-03 07:48:02+00:00,"11909 OAK KNOLL DR, AUSTIN, TX",11909,OAK KNOLL,AUSTIN,78759,TRAVIS,3107485.26909048,10128501.3207068,30.42724246,-97.76019789,"(30.42724246, -97.76019789)",0,464H,MH36
77,14-00001333,ARR Dead Animal Collection,Phone,Closed,2014-01-03 07:52:47+00:00,2014-01-03 07:06:28+00:00,2014-01-03 07:52:47+00:00,2014-01-03 07:52:47+00:00,"4980 E ST ELMO RD, AUSTIN, TX",4980,ST ELMO,AUSTIN,78744,TRAVIS,3117878.81023793,10047288.7821554,30.20333665,-97.73325157,"(30.20333665, -97.73325157)",0,645P,MJ17
78,14-00001245,Code Compliance,Phone,Closed,2014-01-03 08:13:34+00:00,2014-01-02 19:15:57+00:00,2014-01-03 08:13:36+00:00,2014-01-03 08:13:34+00:00,"7207 E RIVERSIDE DR, AUSTIN, TX",7207,RIVERSIDE,AUSTIN,78741,TRAVIS,3129883.14380389,10053915.1033366,30.22077407,-97.69476456,"(30.22077407, -97.69476456)",0,646F,ML18
79,14-00000896,ARR Dead Animal Collection,Phone,Closed,2014-01-03 08:16:57+00:00,2014-01-02 12:56:31+00:00,2014-01-03 08:16:57+00:00,2014-01-03 08:16:57+00:00,"5903 IDLEWOOD CV, AUSTIN, TX",5903,IDLEWOOD,AUSTIN,78745,TRAVIS,3103726.33319534,10046968.0560742,30.20335664,-97.77806332,"(30.20335664, -97.77806332)",0,644P,MG17
80,14-00001197,Code Compliance,Phone,Closed,2014-01-03 08:17:48+00:00,2014-01-02 18:15:28+00:00,2014-01-03 08:17:49+00:00,2014-01-03 08:17:48+00:00,"2005 WILLOW CREEK DR, AUSTIN, TX",2005,WILLOW CREEK,AUSTIN,78741,TRAVIS,3118969.35215748,10058004.4739299,30.2327221,-97.72900629,"(30.2327221, -97.72900629)",0,615U,MK19
81,14-00001332,Street Light Issue- Multiple poles/multiple streets,Phone,Closed,2014-01-03 08:19:56+00:00,2014-01-03 07:03:24+00:00,2014-01-03 08:19:56+00:00,2014-01-03 08:19:56+00:00,,,,,,,,,,,,0,,
82,14-00001179,Code Compliance,Phone,Closed,2014-01-03 08:21:07+00:00,2014-01-02 17:56:29+00:00,2014-01-03 08:21:07+00:00,2014-01-03 08:21:07+00:00,"905 BEDFORD ST 34, AUSTIN, TX",905,BEDFORD,AUSTIN,78702,TRAVIS,3125369.42030174,10072195.7809056,30.27131793,-97.70768554,"(30.27131793, -97.70768554)",0,586S,ML22
83,14-00001147,Code Compliance,Phone,Closed,2014-01-03 08:25:23+00:00,2014-01-02 17:01:41+00:00,2014-01-03 08:25:23+00:00,2014-01-03 08:25:23+00:00,"7106 ASTRO VIEW DR A/B, AUSTIN, TX",7106,ASTRO VIEW,AUSTIN,78724,TRAVIS,3145598.85589426,10082147.3019958,30.2973438,-97.64285971,"(30.2973438, -97.64285971)",0,557Y,MP25
84,14-00001100,Code Compliance,Phone,Closed,2014-01-03 08:27:30+00:00,2014-01-02 16:37:26+00:00,2014-01-03 08:27:30+00:00,2014-01-03 08:27:30+00:00,"5707 GLOUCESTER LN A, AUSTIN, TX",5707,GLOUCESTER,AUSTIN,78723,TRAVIS,3134163.24145091,10084163.7874595,30.30364203,-97.67893211,"(30.30364203, -97.67893211)",0,556U,MM25
85,14-00001083,Code Compliance,Phone,Closed,2014-01-03 08:30:30+00:00,2014-01-02 16:24:16+00:00,2014-01-03 08:30:30+00:00,2014-01-03 08:30:30+00:00,"6808 S IH 35 SVRD SB, AUSTIN, TX",6808,35,AUSTIN,78745,TRAVIS,3105488.32153148,10041372.5782069,30.18786414,-97.77289481,"(30.18786414, -97.77289481)",0,674B,MG15
86,14-00000926,Tree Issue ROW/Maintenance (PARD),Phone,Closed,2014-01-03 08:34:22+00:00,2014-01-02 13:31:33+00:00,2014-01-03 08:34:22+00:00,2014-01-03 08:34:22+00:00,"RAINEY ST & CUMMINGS ST, AUSTIN, TX",,RAINEY ST & CUMMINGS ST,AUSTIN,78701,TRAVIS,3115329.25,10066307.0,30.25577819,-97.7399167,"(30.25577819, -97.7399167)",0,615E,MJ21
87,14-00000920,Code Compliance,Phone,Closed,2014-01-03 08:37:17+00:00,2014-01-02 13:25:15+00:00,2014-01-03 08:37:18+00:00,2014-01-03 08:37:17+00:00,"2308 WICKERSHAM LN 17, AUSTIN, TX",2308,WICKERSHAM,AUSTIN,78741,TRAVIS,3121356.29817594,10056712.0123091,30.22901549,-97.72154618,"(30.22901549, -97.72154618)",0,615Y,MK19
88,14-00001080,Code Compliance,Phone,Closed,2014-01-03 08:44:33+00:00,2014-01-02 16:16:13+00:00,2014-01-03 08:44:33+00:00,2014-01-03 08:44:33+00:00,"2510 THORNTON RD, AUSTIN, TX",2510,THORNTON,AUSTIN,78704,TRAVIS,3104884.47675172,10061311.7233118,30.24271209,-97.77335332,"(30.24271209, -97.77335332)",0,614P,MG20
89,14-00001078,Code Compliance,Phone,Closed,2014-01-03 08:47:20+00:00,2014-01-02 16:09:51+00:00,2014-01-03 08:47:21+00:00,2014-01-03 08:47:20+00:00,"2105 MALDON PL, AUSTIN, TX",2105,MALDON,AUSTIN,78722,TRAVIS,3122654.38926385,10076531.5075487,30.283412,-97.71596062,"(30.283412, -97.71596062)",0,585M,MK23
90,14-00001348,Injured / Sick Animal,Phone,Closed,2014-01-03 08:48:38+00:00,2014-01-03 07:33:30+00:00,2014-01-03 07:50:34+00:00,2014-01-03 08:48:38+00:00,"GUADALUPE ST & AIRPORT BLVD, AUSTIN, TX",,GUADALUPE ST & AIRPORT BLVD,AUSTIN,78752,TRAVIS,3121915.67,10094902.25,30.33395795,-97.71693158,"(30.33395795, -97.71693158)",0,525Z,MK28
91,14-00001350,Injured / Sick Animal,Phone,Closed,2014-01-03 08:48:44+00:00,2014-01-03 07:34:34+00:00,2014-01-03 07:50:40+00:00,2014-01-03 08:48:44+00:00,"AIRPORT BLVD & GUADALUPE ST, AUSTIN, TX",,AIRPORT BLVD & GUADALUPE ST,AUSTIN,78752,TRAVIS,3121915.67,10094902.25,30.33395795,-97.71693158,"(30.33395795, -97.71693158)",0,525Z,MK28
92,14-00001349,Injured / Sick Animal,Phone,Closed,2014-01-03 08:48:45+00:00,2014-01-03 07:33:52+00:00,2014-01-03 07:50:42+00:00,2014-01-03 08:48:45+00:00,"6800 AIRPORT BLVD, AUSTIN, TX",6800,AIRPORT,AUSTIN,78752,TRAVIS,3121890.32956752,10094907.2351308,30.33397329,-97.71701151,"(30.33397329, -97.71701151)",0,525Z,MK28
93,14-00000719,Code Compliance,Phone,Closed,2014-01-03 08:49:09+00:00,2014-01-02 09:41:51+00:00,2014-01-03 08:49:10+00:00,2014-01-03 08:49:09+00:00,"8225 N FM 620 RD 712, AUSTIN, TX",8225,620,AUSTIN,78726,TRAVIS,3080528.4951754,10125032.9748666,30.4193941,-97.84595355,"(30.4193941, -97.84595355)",0,462Q,MD35
94,14-00001040,Code Compliance,Phone,Closed,2014-01-03 08:52:29+00:00,2014-01-02 15:39:10+00:00,2014-01-03 08:52:30+00:00,2014-01-03 08:52:29+00:00,"400 W ST ELMO RD 1007, AUSTIN, TX",400,ST ELMO,AUSTIN,78745,TRAVIS,3105919.45067934,10053092.9128416,30.22005426,-97.77067615,"(30.22005426, -97.77067615)",0,644G,MH18
95,14-00000776,Code Compliance,Phone,Closed,2014-01-03 08:57:06+00:00,2014-01-02 10:45:40+00:00,2014-01-03 08:57:06+00:00,2014-01-03 08:57:06+00:00,"1806 W 34TH ST, AUSTIN, TX",1806,34TH,AUSTIN,78703,TRAVIS,3110308.75206736,10084965.2982269,30.30738794,-97.75444377,"(30.30738794, -97.75444377)",0,554V,MH25
96,14-00001016,Code Compliance,Phone,Closed,2014-01-03 08:57:08+00:00,2014-01-02 15:06:36+00:00,2014-01-03 08:57:09+00:00,2014-01-03 08:57:08+00:00,"1824 S IH 35 SVRD SB 217, AUSTIN, TX",1824,35,AUSTIN,78704,TRAVIS,3115896.3,10060537.82,30.23988329,-97.73854738,"(30.23988329, -97.73854738)",0,615P,MJ20
97,14-00000981,Code Compliance,Phone,Closed,2014-01-03 08:59:47+00:00,2014-01-02 14:35:59+00:00,2014-01-03 08:59:48+00:00,2014-01-03 08:59:47+00:00,"6704 BROAD BROOK DR, AUSTIN, TX",6704,BROAD BROOK,AUSTIN,78747,TRAVIS,3115833.29891043,10029665.7391876,30.1550253,-97.74102486,"(30.1550253, -97.74102486)",0,705A,MJ12
98,14-00001111,ARR Dead Animal Collection,Phone,Closed,2014-01-03 09:02:35+00:00,2014-01-02 16:41:43+00:00,2014-01-03 09:02:36+00:00,2014-01-03 09:02:35+00:00,"2615 YANDALL DR, AUSTIN, TX",2615,YANDALL,AUSTIN,78748,TRAVIS,3082018.72108898,10028894.0949017,30.15502591,-97.84804067,"(30.15502591, -97.84804067)",0,702C,MD12
99,14-00001161,Code Compliance,Phone,Closed,2014-01-03 09:04:00+00:00,2014-01-02 17:19:58+00:00,2014-01-03 09:04:01+00:00,2014-01-03 09:04:00+00:00,"E 16TH ST & COMETA ST, AUSTIN, TX",,E 16TH ST & COMETA ST,AUSTIN,78721,TRAVIS,3130785.75,10076072.0,30.28162031,-97.69024097,"(30.28162031, -97.69024097)",0,586K,ML23
100,14-00001340,ARR Dead Animal Collection,Phone,Closed,2014-01-03 09:06:22+00:00,2014-01-03 07:24:16+00:00,2014-01-03 09:06:23+00:00,2014-01-03 09:06:22+00:00,"6700 AIRPORT BLVD, AUSTIN, TX",6700,AIRPORT,AUSTIN,78752,TRAVIS,3122147.99700173,10094351.1030968,30.33242791,-97.71623645,"(30.33242791, -97.71623645)",0,525Z,MK28
101,14-00001094,Code Compliance,Phone,Closed,2014-01-03 09:07:14+00:00,2014-01-02 16:34:13+00:00,2014-01-03 09:07:15+00:00,2014-01-03 09:07:14+00:00,"5317 APPLE ORCHARD LN, AUSTIN, TX",5317,APPLE ORCHARD,AUSTIN,78744,TRAVIS,3118420.90389218,10046043.214486,30.19987796,-97.73162823,"(30.19987796, -97.73162823)",0,645T,MJ16
102,14-00001338,ARR Dead Animal Collection,Phone,Closed,2014-01-03 09:10:56+00:00,2014-01-03 07:22:28+00:00,2014-01-03 09:10:57+00:00,2014-01-03 09:10:56+00:00,"6800 AIRPORT BLVD, AUSTIN, TX",6800,AIRPORT,AUSTIN,78752,TRAVIS,3121890.32956752,10094907.2351308,30.33397329,-97.71701151,"(30.33397329, -97.71701151)",0,525Z,MK28
103,14-00001341,ARR Dead Animal Collection,Phone,Closed,2014-01-03 09:13:58+00:00,2014-01-03 07:27:02+00:00,2014-01-03 09:13:59+00:00,2014-01-03 09:13:58+00:00,"6795 GUADALUPE ST, AUSTIN, TX",6795,GUADALUPE,AUSTIN,78752,TRAVIS,3121921.89298264,10094874.2183543,30.33388049,-97.71691395,"(30.33388049, -97.71691395)",0,525Z,MK28
104,14-00000925,Construction/Permitting- ROW,Phone,Closed,2014-01-03 09:24:36+00:00,2014-01-02 13:29:56+00:00,2014-01-03 09:24:36+00:00,2014-01-03 09:24:36+00:00,"E 4TH ST & RED RIVER ST, AUSTIN, TX",,E 4TH ST & RED RIVER ST,AUSTIN,78701,TRAVIS,3115907.75,10069539.0,30.26462535,-97.73784612,"(30.26462535, -97.73784612)",0,585X,MJ22
105,14-00001363,ARR Dead Animal Collection,Phone,Closed,2014-01-03 09:28:56+00:00,2014-01-03 08:08:56+00:00,2014-01-03 09:28:57+00:00,2014-01-03 09:28:56+00:00,"4400 TRAVIS COUNTRY CIR, AUSTIN, TX",4400,TRAVIS COUNTRY,AUSTIN,78735,TRAVIS,3088509.78391849,10062751.225328,30.24769466,-97.82509326,"(30.24769466, -97.82509326)",0,613J,ME20
106,14-00001408,Code Compliance,Phone,Closed,2014-01-03 09:30:37+00:00,2014-01-03 09:12:39+00:00,2014-01-03 09:30:38+00:00,2014-01-03 09:30:37+00:00,"84 CHALMERS AVE, AUSTIN, TX",84,CHALMERS,AUSTIN,78702,TRAVIS,3119296.34070317,10066657.5144834,30.2564868,-97.72732934,"(30.2564868, -97.72732934)",0,615C,MK21
107,14-00001208,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-03 09:33:24+00:00,2014-01-02 18:27:41+00:00,2014-01-03 09:33:25+00:00,2014-01-03 09:33:24+00:00,"1116 EBERT AVE, AUSTIN, TX",1116,EBERT,AUSTIN,78721,TRAVIS,3131927.31632999,10071419.5318416,30.26875692,-97.686976,"(30.26875692, -97.686976)",0,586U,MM22
108,14-00001157,Animal Control - Assistance Request,Phone,Closed,2014-01-03 09:33:41+00:00,2014-01-02 17:09:58+00:00,2014-01-03 08:35:37+00:00,2014-01-03 09:33:41+00:00,"6734 SPICEWOOD SPRINGS RD, AUSTIN, TX",6734,SPICEWOOD SPRINGS,AUSTIN,78759,TRAVIS,3101299.30596769,10117627.0205242,30.39774216,-97.78061182,"(30.39774216, -97.78061182)",0,494B,MG33
109,14-00001271,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-03 09:33:50+00:00,2014-01-02 20:23:57+00:00,2014-01-03 09:33:51+00:00,2014-01-03 09:33:50+00:00,"1301 MEADGREEN DR, AUSTIN, TX",1301,MEADGREEN,AUSTIN,78758,TRAVIS,3127788.98577993,10112423.0405372,30.38173851,-97.69700334,"(30.38173851, -97.69700334)",0,496P,ML32
110,14-00001331,Traffic Signal - Maintenance,Phone,Closed,2014-01-03 09:34:36+00:00,2014-01-03 06:59:51+00:00,2014-01-03 09:34:36+00:00,2014-01-03 09:34:36+00:00,"CAMERON RD & CORONADO HILLS DR, AUSTIN, TX",,CAMERON RD & CORONADO HILLS DR,AUSTIN,78752,,3130322.65000001,10093311.27,30.32903822,-97.69041024,"(30.32903822, -97.69041024)",0,556B,ML27
111,14-00000899,Code Compliance,Phone,Closed,2014-01-03 09:35:36+00:00,2014-01-02 12:59:56+00:00,2014-01-03 09:35:36+00:00,2014-01-03 09:35:36+00:00,"9329 NORTHGATE BLVD 103, AUSTIN, TX",9329,NORTHGATE,AUSTIN,78758,TRAVIS,3122101.69043733,10108868.2013054,30.37233612,-97.71530032,"(30.37233612, -97.71530032)",0,495Z,MK31
112,14-00001425,Code Compliance,Phone,Closed,2014-01-03 09:35:43+00:00,2014-01-03 09:33:51+00:00,2014-01-03 09:35:43+00:00,2014-01-03 09:35:43+00:00,"1409 NEWNING AVE, AUSTIN, TX",1409,NEWNING,AUSTIN,78704,TRAVIS,3113777.41407247,10063711.830693,30.24874385,-97.74502167,"(30.24874385, -97.74502167)",0,615J,MJ20
113,14-00000747,ARR Dead Animal Collection,Phone,Closed,2014-01-03 09:35:54+00:00,2014-01-02 10:10:59+00:00,2014-01-03 09:35:55+00:00,2014-01-03 09:35:54+00:00,"600 E YAGER LN, AUSTIN, TX",600,YAGER,AUSTIN,78753,TRAVIS,3137898.23885598,10117446.1524654,30.39488343,-97.66456997,"(30.39488343, -97.66456997)",0,497E,MN33
114,14-00000933,Code Compliance,Phone,Closed,2014-01-03 09:41:04+00:00,2014-01-02 13:45:45+00:00,2014-01-03 09:41:05+00:00,2014-01-03 09:41:04+00:00,"12817 MEEHAN DR, AUSTIN, TX",12817,MEEHAN,AUSTIN,78727,TRAVIS,3130685.30120604,10125399.1544316,30.4172186,-97.68684163,"(30.4172186, -97.68684163)",0,466Q,MM35
115,14-00001401,Code Compliance,Web,Closed,2014-01-03 09:43:15+00:00,2014-01-03 09:06:15+00:00,2014-01-03 09:43:16+00:00,2014-01-03 09:43:15+00:00,"7630 WOOD HOLLOW DR 10 1 170, AUSTIN, TX 78731",7630,WOOD HOLLOW,AUSTIN,78731,TRAVIS,3111455.88,10104536.61,30.36111357,-97.74936904,"(30.36111357, -97.74936904)",0,525E,MJ30
116,14-00000952,Code Compliance,Phone,Closed,2014-01-03 09:45:29+00:00,2014-01-02 14:18:06+00:00,2014-01-03 09:45:29+00:00,2014-01-03 09:45:29+00:00,"1212 W BEN WHITE BLVD SVRD WB, AUSTIN, TX",1212,BEN WHITE BLVD,AUSTIN,78704,TRAVIS,3103486.71443598,10055973.8611983,30.22812742,-97.77816688,"(30.22812742, -97.77816688)",0,614X,MG19
117,14-00000972,Code Compliance,Phone,Closed,2014-01-03 09:50:38+00:00,2014-01-02 14:27:16+00:00,2014-01-03 09:50:39+00:00,2014-01-03 09:50:38+00:00,"4404 E OLTORF ST 7202, AUSTIN, TX",4404,OLTORF,AUSTIN,78741,TRAVIS,3119865.22263502,10055905.8569098,30.22689567,-97.72632601,"(30.22689567, -97.72632601)",0,615Y,MK19
118,14-00001392,Code Compliance,Phone,Closed,2014-01-03 09:53:24+00:00,2014-01-03 08:53:17+00:00,2014-01-03 09:53:25+00:00,2014-01-03 09:53:24+00:00,"2506 WESTOVER RD, AUSTIN, TX",2506,WESTOVER,AUSTIN,78703,TRAVIS,3107748.93703196,10083064.2089026,30.30232501,-97.76269274,"(30.30232501, -97.76269274)",0,554Y,MH25
119,14-00001391,Code Compliance,Web,Closed,2014-01-03 09:57:51+00:00,2014-01-03 08:52:06+00:00,2014-01-03 09:57:52+00:00,2014-01-03 09:57:51+00:00,"601 W BEN WHITE BLVD SVRD EB, AUSTIN, TX",601,BEN WHITE BLVD,AUSTIN,78745,TRAVIS,3106160.80983941,10055319.0368784,30.22615825,-97.76974977,"(30.22615825, -97.76974977)",0,644C,MH18
120,14-00001380,Code Compliance,Phone,Closed,2014-01-03 10:00:56+00:00,2014-01-03 08:43:14+00:00,2014-01-03 10:00:56+00:00,2014-01-03 10:00:56+00:00,"2506 WESTOVER RD, AUSTIN, TX",2506,WESTOVER,AUSTIN,78703,TRAVIS,3107748.93703196,10083064.2089026,30.30232501,-97.76269274,"(30.30232501, -97.76269274)",0,554Y,MH25
121,14-00001079,ARR Dead Animal Collection,Phone,Closed,2014-01-03 10:02:57+00:00,2014-01-02 16:15:15+00:00,2014-01-03 10:02:57+00:00,2014-01-03 10:02:57+00:00,"6707 WILLAMETTE DR, AUSTIN, TX",6707,WILLAMETTE,AUSTIN,78723,TRAVIS,3134616.62453945,10088297.071658,30.31497391,-97.67718312,"(30.31497391, -97.67718312)",0,556M,MM26
122,14-00001323,ARR Dead Animal Collection,Phone,Closed,2014-01-03 10:02:58+00:00,2014-01-03 02:02:17+00:00,2014-01-03 10:02:58+00:00,2014-01-03 10:02:58+00:00,"10731 LAKELINE BLVD, AUSTIN, TX",10731,LAKELINE,AUSTIN,78717,WILLIAMSON,3097138.92209399,10147883.6770009,30.48117628,-97.79161215,"(30.48117628, -97.79161215)",0,404S,MG40
123,14-00001369,Code Compliance,Phone,Closed,2014-01-03 10:03:29+00:00,2014-01-03 08:25:47+00:00,2014-01-03 10:03:30+00:00,2014-01-03 10:03:29+00:00,"8402 GARCREEK CIR, AUSTIN, TX",8402,GARCREEK,AUSTIN,78724,TRAVIS,3150265.41116785,10081246.8306159,30.29455744,-97.6281469,"(30.29455744, -97.6281469)",0,587D,MP24
124,14-00001384,Street Light Issue- Address,Phone,Closed,2014-01-03 10:05:09+00:00,2014-01-03 08:47:13+00:00,2014-01-03 10:05:10+00:00,2014-01-03 10:05:09+00:00,"6524 MARBLE CREEK LOOP, AUSTIN, TX",6524,MARBLE CREEK,AUSTIN,78747,TRAVIS,3115679.62965918,10031867.6311269,30.16108775,-97.74134862,"(30.16108775, -97.74134862)",0,675W,MJ13
125,14-00001381,Code Compliance,Phone,Closed,2014-01-03 10:06:21+00:00,2014-01-03 08:43:27+00:00,2014-01-03 10:06:22+00:00,2014-01-03 10:06:21+00:00,"3800 AIRPORT BLVD, AUSTIN, TX",3800,AIRPORT,AUSTIN,78722,TRAVIS,3125441.00833498,10078107.8134254,30.28756443,-97.70701672,"(30.28756443, -97.70701672)",0,586E,ML24
126,14-00001466,Sign - Street Name,Phone,Closed,2014-01-03 10:13:36+00:00,2014-01-03 10:10:20+00:00,2014-01-03 10:13:36+00:00,2014-01-03 10:13:36+00:00,"LOU NEFF RD & STRATFORD DR, AUSTIN, TX",,LOU NEFF RD & STRATFORD DR,AUSTIN,78746,TRAVIS,3105581.34999999,10070913.42,30.26906168,-97.77044654,"(30.26906168, -97.77044654)",0,584U,MH22
127,14-00001459,Code Compliance,Phone,Closed,2014-01-03 10:13:56+00:00,2014-01-03 10:01:43+00:00,2014-01-03 10:13:56+00:00,2014-01-03 10:13:56+00:00,"912 N MEADOWS DR D, AUSTIN, TX",912,MEADOWS,AUSTIN,78758,TRAVIS,3128939.38788013,10110301.3779813,30.37583141,-97.69351565,"(30.37583141, -97.69351565)",0,496T,ML31
128,14-00001439,Code Compliance,Phone,Closed,2014-01-03 10:15:57+00:00,2014-01-03 09:42:54+00:00,2014-01-03 10:15:58+00:00,2014-01-03 10:15:57+00:00,"8512 DRYFIELD DR, AUSTIN, TX",8512,DRYFIELD,AUSTIN,78758,TRAVIS,3122565.23225225,10104201.6136524,30.3594784,-97.71417918,"(30.3594784, -97.71417918)",0,525H,MK30
129,14-00001437,Code Compliance,Phone,Closed,2014-01-03 10:17:41+00:00,2014-01-03 09:41:01+00:00,2014-01-03 10:17:41+00:00,2014-01-03 10:17:41+00:00,"8510 DRYFIELD DR, AUSTIN, TX",8510,DRYFIELD,AUSTIN,78758,TRAVIS,3122522.8430895,10104190.2385021,30.35944988,-97.71431439,"(30.35944988, -97.71431439)",0,525H,MK30
130,14-00001450,Parking Machine Issue,Phone,Closed,2014-01-03 10:20:51+00:00,2014-01-03 09:53:17+00:00,2014-01-03 10:20:51+00:00,2014-01-03 10:20:51+00:00,"80 RAINEY ST, AUSTIN, TX",80,RAINEY,AUSTIN,78701,,3115711.25686733,10067654.1524917,30.25945681,-97.7386076,"(30.25945681, -97.7386076)",0,615B,MJ21
131,14-00001420,Code Compliance,Phone,Closed,2014-01-03 10:20:54+00:00,2014-01-03 09:24:34+00:00,2014-01-03 10:20:54+00:00,2014-01-03 10:20:54+00:00,"11708 BARRINGTON WAY, AUSTIN, TX",11708,BARRINGTON,AUSTIN,78759,TRAVIS,3103255.57064679,10129348.4485909,30.4298394,-97.77355288,"(30.4298394, -97.77355288)",0,464F,MG36
132,14-00001417,Code Compliance,Phone,Closed,2014-01-03 10:22:28+00:00,2014-01-03 09:21:50+00:00,2014-01-03 10:22:29+00:00,2014-01-03 10:22:28+00:00,"11706 BARRINGTON WAY, AUSTIN, TX",11706,BARRINGTON,AUSTIN,78759,TRAVIS,3103175.29464679,10129311.6005909,30.42974319,-97.77381022,"(30.42974319, -97.77381022)",0,464F,MG36
133,14-00001411,Injured / Sick Animal,Phone,Closed,2014-01-03 10:23:48+00:00,2014-01-03 09:15:29+00:00,2014-01-03 09:25:44+00:00,2014-01-03 10:23:48+00:00,"1520 RUTHERFORD LN, AUSTIN, TX",1520,RUTHERFORD,AUSTIN,78754,TRAVIS,3132716.37048952,10096289.4997731,30.33706826,-97.68260018,"(30.33706826, -97.68260018)",0,526Y,MM28
134,14-00000762,Code Compliance,Phone,Closed,2014-01-03 10:24:16+00:00,2014-01-02 10:23:31+00:00,2014-01-03 10:24:17+00:00,2014-01-03 10:24:16+00:00,"101 SAN JACINTO BLVD, AUSTIN, TX",101,SAN JACINTO,AUSTIN,78701,TRAVIS,3114600.82938984,10068809.3802458,30.26270351,-97.74203857,"(30.26270351, -97.74203857)",0,585W,MJ22
135,14-00001416,ARR Dead Animal Collection,Phone,Closed,2014-01-03 10:25:15+00:00,2014-01-03 09:21:31+00:00,2014-01-03 10:25:15+00:00,2014-01-03 10:25:15+00:00,"4314 W BRAKER LN, AUSTIN, TX",4314,BRAKER,AUSTIN,78759,TRAVIS,3113793.27182498,10118694.8595068,30.39988312,-97.74091376,"(30.39988312, -97.74091376)",0,495A,MJ33
136,14-00001456,Code Compliance,Web,Closed,2014-01-03 10:25:21+00:00,2014-01-03 09:59:42+00:00,2014-01-03 10:25:23+00:00,2014-01-03 10:25:21+00:00,"702 N LAMAR BLVD, AUSTIN, TX 78703",702,LAMAR,AUSTIN,78703,TRAVIS,3110874.0,10072534.0,30.27318007,-97.75356651,"(30.27318007, -97.75356651)",0,584V,MH22
